season,homeTeam,awayTeam,winnerName,loserName,matchScore,goalsHome,goalsAway,matchDuration
2023,Chelsea FC,Crystal Palace FC,Chelsea FC,Crystal Palace FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Everton FC,Manchester City FC,Manchester City FC,Everton FC,AWAY_TEAM,1.0,3.0,REGULAR
2023,Brighton & Hove Albion FC,Tottenham Hotspur FC,Brighton & Hove Albion FC,Tottenham Hotspur FC,HOME_TEAM,4.0,2.0,REGULAR
2023,Arsenal FC,West Ham United FC,West Ham United FC,Arsenal FC,AWAY_TEAM,0.0,2.0,REGULAR
2023,Luton Town FC,Chelsea FC,Chelsea FC,Luton Town FC,AWAY_TEAM,2.0,3.0,REGULAR
2023,Aston Villa FC,Burnley FC,Aston Villa FC,Burnley FC,HOME_TEAM,3.0,2.0,REGULAR
2023,Crystal Palace FC,Brentford FC,Crystal Palace FC,Brentford FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Manchester City FC,Sheffield United FC,Manchester City FC,Sheffield United FC,HOME_TEAM,2.0,0.0,REGULAR
2023,Wolverhampton Wanderers FC,Everton FC,Wolverhampton Wanderers FC,Everton FC,HOME_TEAM,3.0,0.0,REGULAR
2023,Nottingham Forest FC,Manchester United FC,Nottingham Forest FC,Manchester United FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Fulham FC,Arsenal FC,Fulham FC,Arsenal FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Tottenham Hotspur FC,AFC Bournemouth,Tottenham Hotspur FC,AFC Bournemouth,HOME_TEAM,3.0,1.0,REGULAR
2023,Liverpool FC,Newcastle United FC,Liverpool FC,Newcastle United FC,HOME_TEAM,4.0,2.0,REGULAR
2023,West Ham United FC,Brighton & Hove Albion FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2023,Burnley FC,Luton Town FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Chelsea FC,Fulham FC,Chelsea FC,Fulham FC,HOME_TEAM,1.0,0.0,REGULAR
2023,Newcastle United FC,Manchester City FC,Manchester City FC,Newcastle United FC,AWAY_TEAM,2.0,3.0,REGULAR
2023,Everton FC,Aston Villa FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2023,Manchester United FC,Tottenham Hotspur FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Arsenal FC,Crystal Palace FC,Arsenal FC,Crystal Palace FC,HOME_TEAM,5.0,0.0,REGULAR
2023,Brentford FC,Nottingham Forest FC,Brentford FC,Nottingham Forest FC,HOME_TEAM,3.0,2.0,REGULAR
2023,Sheffield United FC,West Ham United FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,AFC Bournemouth,Liverpool FC,Liverpool FC,AFC Bournemouth,AWAY_TEAM,0.0,4.0,REGULAR
2023,Brighton & Hove Albion FC,Wolverhampton Wanderers FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2023,Nottingham Forest FC,Arsenal FC,Arsenal FC,Nottingham Forest FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Luton Town FC,Brighton & Hove Albion FC,Luton Town FC,Brighton & Hove Albion FC,HOME_TEAM,4.0,0.0,REGULAR
2023,Fulham FC,Everton FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2023,Crystal Palace FC,Sheffield United FC,Crystal Palace FC,Sheffield United FC,HOME_TEAM,3.0,2.0,REGULAR
2023,Aston Villa FC,Newcastle United FC,Newcastle United FC,Aston Villa FC,AWAY_TEAM,1.0,3.0,REGULAR
2023,Tottenham Hotspur FC,Brentford FC,Tottenham Hotspur FC,Brentford FC,HOME_TEAM,3.0,2.0,REGULAR
2023,Manchester City FC,Burnley FC,Manchester City FC,Burnley FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Liverpool FC,Chelsea FC,Liverpool FC,Chelsea FC,HOME_TEAM,4.0,1.0,REGULAR
2023,West Ham United FC,AFC Bournemouth,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Wolverhampton Wanderers FC,Manchester United FC,Manchester United FC,Wolverhampton Wanderers FC,AWAY_TEAM,3.0,4.0,REGULAR
2023,Everton FC,Tottenham Hotspur FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Brighton & Hove Albion FC,Crystal Palace FC,Brighton & Hove Albion FC,Crystal Palace FC,HOME_TEAM,4.0,1.0,REGULAR
2023,Burnley FC,Fulham FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Newcastle United FC,Luton Town FC,Draw,Draw,DRAW,4.0,4.0,REGULAR
2023,Sheffield United FC,Aston Villa FC,Aston Villa FC,Sheffield United FC,AWAY_TEAM,0.0,5.0,REGULAR
2023,AFC Bournemouth,Nottingham Forest FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Chelsea FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Chelsea FC,AWAY_TEAM,2.0,4.0,REGULAR
2023,Manchester United FC,West Ham United FC,Manchester United FC,West Ham United FC,HOME_TEAM,3.0,0.0,REGULAR
2023,Arsenal FC,Liverpool FC,Arsenal FC,Liverpool FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Brentford FC,Manchester City FC,Manchester City FC,Brentford FC,AWAY_TEAM,1.0,3.0,REGULAR
2023,Manchester City FC,Everton FC,Manchester City FC,Everton FC,HOME_TEAM,2.0,0.0,REGULAR
2023,Fulham FC,AFC Bournemouth,Fulham FC,AFC Bournemouth,HOME_TEAM,3.0,1.0,REGULAR
2023,Liverpool FC,Burnley FC,Liverpool FC,Burnley FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Luton Town FC,Sheffield United FC,Sheffield United FC,Luton Town FC,AWAY_TEAM,1.0,3.0,REGULAR
2023,Tottenham Hotspur FC,Brighton & Hove Albion FC,Tottenham Hotspur FC,Brighton & Hove Albion FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Wolverhampton Wanderers FC,Brentford FC,Brentford FC,Wolverhampton Wanderers FC,AWAY_TEAM,0.0,2.0,REGULAR
2023,Nottingham Forest FC,Newcastle United FC,Newcastle United FC,Nottingham Forest FC,AWAY_TEAM,2.0,3.0,REGULAR
2023,West Ham United FC,Arsenal FC,Arsenal FC,West Ham United FC,AWAY_TEAM,0.0,6.0,REGULAR
2023,Aston Villa FC,Manchester United FC,Manchester United FC,Aston Villa FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Crystal Palace FC,Chelsea FC,Chelsea FC,Crystal Palace FC,AWAY_TEAM,1.0,3.0,REGULAR
2023,Brentford FC,Liverpool FC,Liverpool FC,Brentford FC,AWAY_TEAM,1.0,4.0,REGULAR
2023,Burnley FC,Arsenal FC,Arsenal FC,Burnley FC,AWAY_TEAM,0.0,5.0,REGULAR
2023,Fulham FC,Aston Villa FC,Aston Villa FC,Fulham FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Newcastle United FC,AFC Bournemouth,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Nottingham Forest FC,West Ham United FC,Nottingham Forest FC,West Ham United FC,HOME_TEAM,2.0,0.0,REGULAR
2023,Tottenham Hotspur FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Tottenham Hotspur FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Manchester City FC,Chelsea FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Sheffield United FC,Brighton & Hove Albion FC,Brighton & Hove Albion FC,Sheffield United FC,AWAY_TEAM,0.0,5.0,REGULAR
2023,Luton Town FC,Manchester United FC,Manchester United FC,Luton Town FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Everton FC,Crystal Palace FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Manchester City FC,Brentford FC,Manchester City FC,Brentford FC,HOME_TEAM,1.0,0.0,REGULAR
2023,Liverpool FC,Luton Town FC,Liverpool FC,Luton Town FC,HOME_TEAM,4.0,1.0,REGULAR
2023,Chelsea FC,Tottenham Hotspur FC,,,,,,REGULAR
2023,Aston Villa FC,Nottingham Forest FC,Aston Villa FC,Nottingham Forest FC,HOME_TEAM,4.0,2.0,REGULAR
2023,Brighton & Hove Albion FC,Everton FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Crystal Palace FC,Burnley FC,Crystal Palace FC,Burnley FC,HOME_TEAM,3.0,0.0,REGULAR
2023,Manchester United FC,Fulham FC,Fulham FC,Manchester United FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,AFC Bournemouth,Manchester City FC,Manchester City FC,AFC Bournemouth,AWAY_TEAM,0.0,1.0,REGULAR
2023,Arsenal FC,Newcastle United FC,Arsenal FC,Newcastle United FC,HOME_TEAM,4.0,1.0,REGULAR
2023,Wolverhampton Wanderers FC,Sheffield United FC,Wolverhampton Wanderers FC,Sheffield United FC,HOME_TEAM,1.0,0.0,REGULAR
2023,West Ham United FC,Brentford FC,West Ham United FC,Brentford FC,HOME_TEAM,4.0,2.0,REGULAR
2023,Brentford FC,Chelsea FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Everton FC,West Ham United FC,West Ham United FC,Everton FC,AWAY_TEAM,1.0,3.0,REGULAR
2023,Fulham FC,Brighton & Hove Albion FC,Fulham FC,Brighton & Hove Albion FC,HOME_TEAM,3.0,0.0,REGULAR
2023,Newcastle United FC,Wolverhampton Wanderers FC,Newcastle United FC,Wolverhampton Wanderers FC,HOME_TEAM,3.0,0.0,REGULAR
2023,Nottingham Forest FC,Liverpool FC,Liverpool FC,Nottingham Forest FC,AWAY_TEAM,0.0,1.0,REGULAR
2023,Tottenham Hotspur FC,Crystal Palace FC,Tottenham Hotspur FC,Crystal Palace FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Luton Town FC,Aston Villa FC,Aston Villa FC,Luton Town FC,AWAY_TEAM,2.0,3.0,REGULAR
2023,Burnley FC,AFC Bournemouth,AFC Bournemouth,Burnley FC,AWAY_TEAM,0.0,2.0,REGULAR
2023,Manchester City FC,Manchester United FC,Manchester City FC,Manchester United FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Sheffield United FC,Arsenal FC,Arsenal FC,Sheffield United FC,AWAY_TEAM,0.0,6.0,REGULAR
2023,Manchester United FC,Everton FC,Manchester United FC,Everton FC,HOME_TEAM,2.0,0.0,REGULAR
2023,AFC Bournemouth,Sheffield United FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Crystal Palace FC,Luton Town FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Wolverhampton Wanderers FC,Fulham FC,Wolverhampton Wanderers FC,Fulham FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Arsenal FC,Brentford FC,Arsenal FC,Brentford FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Aston Villa FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Aston Villa FC,AWAY_TEAM,0.0,4.0,REGULAR
2023,Brighton & Hove Albion FC,Nottingham Forest FC,Brighton & Hove Albion FC,Nottingham Forest FC,HOME_TEAM,1.0,0.0,REGULAR
2023,West Ham United FC,Burnley FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Liverpool FC,Manchester City FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Chelsea FC,Newcastle United FC,Chelsea FC,Newcastle United FC,HOME_TEAM,3.0,2.0,REGULAR
2023,AFC Bournemouth,Luton Town FC,AFC Bournemouth,Luton Town FC,HOME_TEAM,4.0,3.0,REGULAR
2023,Crystal Palace FC,Newcastle United FC,,,,,,REGULAR
2023,Manchester United FC,Sheffield United FC,,,,,,REGULAR
2023,Wolverhampton Wanderers FC,AFC Bournemouth,,,,,,REGULAR
2023,Arsenal FC,Chelsea FC,,,,,,REGULAR
2023,Burnley FC,Brentford FC,,,,,,REGULAR
2023,Luton Town FC,Nottingham Forest FC,,,,,,REGULAR
2023,Fulham FC,Tottenham Hotspur FC,,,,,,REGULAR
2023,Brighton & Hove Albion FC,Manchester City FC,,,,,,REGULAR
2023,Everton FC,Liverpool FC,,,,,,REGULAR
2023,West Ham United FC,Aston Villa FC,,,,,,REGULAR
2023,Newcastle United FC,West Ham United FC,,,,,,REGULAR
2023,AFC Bournemouth,Everton FC,,,,,,REGULAR
2023,Chelsea FC,Burnley FC,,,,,,REGULAR
2023,Nottingham Forest FC,Crystal Palace FC,,,,,,REGULAR
2023,Sheffield United FC,Fulham FC,,,,,,REGULAR
2023,Tottenham Hotspur FC,Luton Town FC,,,,,,REGULAR
2023,Aston Villa FC,Wolverhampton Wanderers FC,,,,,,REGULAR
2023,Brentford FC,Manchester United FC,,,,,,REGULAR
2023,Liverpool FC,Brighton & Hove Albion FC,,,,,,REGULAR
2023,Manchester City FC,Arsenal FC,,,,,,REGULAR
2023,Nottingham Forest FC,Fulham FC,,,,,,REGULAR
2023,Newcastle United FC,Everton FC,,,,,,REGULAR
2023,AFC Bournemouth,Crystal Palace FC,,,,,,REGULAR
2023,Burnley FC,Wolverhampton Wanderers FC,,,,,,REGULAR
2023,West Ham United FC,Tottenham Hotspur FC,,,,,,REGULAR
2023,Arsenal FC,Luton Town FC,,,,,,REGULAR
2023,Brentford FC,Brighton & Hove Albion FC,,,,,,REGULAR
2023,Manchester City FC,Aston Villa FC,,,,,,REGULAR
2023,Liverpool FC,Sheffield United FC,,,,,,REGULAR
2023,Chelsea FC,Manchester United FC,,,,,,REGULAR
2023,Crystal Palace FC,Manchester City FC,,,,,,REGULAR
2023,Aston Villa FC,Brentford FC,,,,,,REGULAR
2023,Everton FC,Burnley FC,,,,,,REGULAR
2023,Fulham FC,Newcastle United FC,,,,,,REGULAR
2023,Luton Town FC,AFC Bournemouth,,,,,,REGULAR
2023,Wolverhampton Wanderers FC,West Ham United FC,,,,,,REGULAR
2023,Brighton & Hove Albion FC,Arsenal FC,,,,,,REGULAR
2023,Manchester United FC,Liverpool FC,,,,,,REGULAR
2023,Sheffield United FC,Chelsea FC,,,,,,REGULAR
2023,Tottenham Hotspur FC,Nottingham Forest FC,,,,,,REGULAR
2023,Newcastle United FC,Tottenham Hotspur FC,,,,,,REGULAR
2023,Brentford FC,Sheffield United FC,,,,,,REGULAR
2023,Burnley FC,Brighton & Hove Albion FC,,,,,,REGULAR
2023,Manchester City FC,Luton Town FC,,,,,,REGULAR
2023,Nottingham Forest FC,Wolverhampton Wanderers FC,,,,,,REGULAR
2023,West Ham United FC,Fulham FC,,,,,,REGULAR
2023,Arsenal FC,Aston Villa FC,,,,,,REGULAR
2023,Liverpool FC,Crystal Palace FC,,,,,,REGULAR
2023,AFC Bournemouth,Manchester United FC,,,,,,REGULAR
2023,Chelsea FC,Everton FC,,,,,,REGULAR
2023,Aston Villa FC,AFC Bournemouth,,,,,,REGULAR
2023,Brighton & Hove Albion FC,Chelsea FC,,,,,,REGULAR
2023,Crystal Palace FC,West Ham United FC,,,,,,REGULAR
2023,Everton FC,Nottingham Forest FC,,,,,,REGULAR
2023,Fulham FC,Liverpool FC,,,,,,REGULAR
2023,Luton Town FC,Brentford FC,,,,,,REGULAR
2023,Manchester United FC,Newcastle United FC,,,,,,REGULAR
2023,Sheffield United FC,Burnley FC,,,,,,REGULAR
2023,Tottenham Hotspur FC,Manchester City FC,,,,,,REGULAR
2023,Wolverhampton Wanderers FC,Arsenal FC,,,,,,REGULAR
2023,AFC Bournemouth,Brighton & Hove Albion FC,,,,,,REGULAR
2023,Aston Villa FC,Chelsea FC,,,,,,REGULAR
2023,Everton FC,Brentford FC,,,,,,REGULAR
2023,Fulham FC,Crystal Palace FC,,,,,,REGULAR
2023,Manchester United FC,Burnley FC,,,,,,REGULAR
2023,Newcastle United FC,Sheffield United FC,,,,,,REGULAR
2023,Nottingham Forest FC,Manchester City FC,,,,,,REGULAR
2023,Tottenham Hotspur FC,Arsenal FC,,,,,,REGULAR
2023,West Ham United FC,Liverpool FC,,,,,,REGULAR
2023,Wolverhampton Wanderers FC,Luton Town FC,,,,,,REGULAR
2023,Arsenal FC,AFC Bournemouth,,,,,,REGULAR
2023,Brentford FC,Fulham FC,,,,,,REGULAR
2023,Brighton & Hove Albion FC,Aston Villa FC,,,,,,REGULAR
2023,Burnley FC,Newcastle United FC,,,,,,REGULAR
2023,Chelsea FC,West Ham United FC,,,,,,REGULAR
2023,Crystal Palace FC,Manchester United FC,,,,,,REGULAR
2023,Liverpool FC,Tottenham Hotspur FC,,,,,,REGULAR
2023,Luton Town FC,Everton FC,,,,,,REGULAR
2023,Manchester City FC,Wolverhampton Wanderers FC,,,,,,REGULAR
2023,Sheffield United FC,Nottingham Forest FC,,,,,,REGULAR
2023,AFC Bournemouth,Brentford FC,,,,,,REGULAR
2023,Aston Villa FC,Liverpool FC,,,,,,REGULAR
2023,Everton FC,Sheffield United FC,,,,,,REGULAR
2023,Fulham FC,Manchester City FC,,,,,,REGULAR
2023,Manchester United FC,Arsenal FC,,,,,,REGULAR
2023,Newcastle United FC,Brighton & Hove Albion FC,,,,,,REGULAR
2023,Nottingham Forest FC,Chelsea FC,,,,,,REGULAR
2023,Tottenham Hotspur FC,Burnley FC,,,,,,REGULAR
2023,West Ham United FC,Luton Town FC,,,,,,REGULAR
2023,Wolverhampton Wanderers FC,Crystal Palace FC,,,,,,REGULAR
2023,Arsenal FC,Everton FC,,,,,,REGULAR
2023,Brentford FC,Newcastle United FC,,,,,,REGULAR
2023,Brighton & Hove Albion FC,Manchester United FC,,,,,,REGULAR
2023,Burnley FC,Nottingham Forest FC,,,,,,REGULAR
2023,Chelsea FC,AFC Bournemouth,,,,,,REGULAR
2023,Crystal Palace FC,Aston Villa FC,,,,,,REGULAR
2023,Liverpool FC,Wolverhampton Wanderers FC,,,,,,REGULAR
2023,Luton Town FC,Fulham FC,,,,,,REGULAR
2023,Manchester City FC,West Ham United FC,,,,,,REGULAR
2023,Sheffield United FC,Tottenham Hotspur FC,,,,,,REGULAR
